yarn_tensile_strength,yarn_elongation_at_break,yarn_hairiness_index,twist_per_meter,yarn_linear_density_dtex,loom_rpm,loom_tension_variation,ambient_relative_humidity,ambient_temperature_c,weft_insertion_rate,defect_class,defect_name
30.91,18.2,6.16,477.9,2291.1,608.7,19.88,47.0,30.2,514.3,1,OIL_STAIN
22.39,15.48,2.94,310.7,2001.8,609.4,22.91,61.0,23.8,496.1,3,BORDER_SEWING_DEFECT
26.01,13.69,7.38,446.1,2196.9,608.2,21.75,45.8,29.1,550.6,1,OIL_STAIN
25.05,16.93,3.39,471.7,2503.5,761.3,23.03,59.7,22.0,585.9,2,JACQUARD_PATTERN_SHIFT
29.44,18.4,4.52,473.7,2457.1,718.7,22.0,57.3,23.1,625.2,2,JACQUARD_PATTERN_SHIFT
23.74,12.71,6.67,461.4,2231.4,645.1,23.76,43.6,30.7,538.2,1,OIL_STAIN
25.02,13.99,8.24,443.0,2169.8,585.2,19.54,41.6,30.6,556.4,1,OIL_STAIN
15.39,7.01,2.2,465.6,2203.5,655.6,45.06,62.6,25.1,545.6,0,YARN_BREAKAGE
28.76,17.02,3.72,323.0,1995.9,583.3,20.64,65.4,16.1,531.9,3,BORDER_SEWING_DEFECT
13.49,9.79,4.94,396.8,2186.7,607.9,42.14,52.1,24.4,524.1,0,YARN_BREAKAGE
20.06,15.34,8.87,504.3,2090.0,543.6,23.28,42.5,35.6,543.4,1,OIL_STAIN
16.97,6.86,3.74,432.3,2207.3,589.8,46.81,58.2,24.2,538.8,0,YARN_BREAKAGE
25.46,18.1,3.22,448.8,2544.9,701.8,24.14,48.0,22.0,643.1,2,JACQUARD_PATTERN_SHIFT
27.72,17.5,4.73,310.6,2021.8,617.7,19.27,61.7,25.9,494.5,3,BORDER_SEWING_DEFECT
27.2,20.86,5.08,461.3,2515.6,716.8,23.62,62.3,20.4,612.5,2,JACQUARD_PATTERN_SHIFT
12.98,10.61,4.22,361.3,2253.7,588.7,35.67,50.6,22.0,517.5,0,YARN_BREAKAGE
21.37,14.87,4.43,292.3,1968.2,606.8,13.14,64.0,22.2,482.6,3,BORDER_SEWING_DEFECT
26.71,21.38,3.85,462.5,2679.3,716.9,24.18,53.8,27.7,630.7,2,JACQUARD_PATTERN_SHIFT
25.39,11.71,7.8,415.0,2199.5,570.7,18.99,49.0,29.9,547.5,1,OIL_STAIN
25.18,11.61,9.3,498.7,2113.9,627.9,28.75,45.9,32.7,545.0,1,OIL_STAIN
17.29,10.4,4.14,420.8,2134.7,595.9,47.91,64.8,19.9,510.8,0,YARN_BREAKAGE
16.25,11.75,4.42,437.0,2132.6,596.4,45.69,51.3,26.3,541.8,0,YARN_BREAKAGE
23.19,19.28,4.36,467.8,2604.9,686.3,19.36,56.3,23.3,616.3,2,JACQUARD_PATTERN_SHIFT
24.67,20.94,7.72,430.9,2325.5,643.4,23.29,38.3,28.8,523.7,1,OIL_STAIN
23.39,19.06,4.71,475.0,2422.4,712.1,23.89,60.5,21.9,613.0,2,JACQUARD_PATTERN_SHIFT
29.78,16.21,7.49,428.6,2363.3,699.7,23.51,47.0,32.6,492.5,1,OIL_STAIN
16.31,12.74,5.41,401.3,2245.1,584.2,38.79,63.6,20.4,498.3,0,YARN_BREAKAGE
27.48,17.56,5.37,475.2,2349.6,702.4,24.04,57.2,25.9,584.0,2,JACQUARD_PATTERN_SHIFT
27.78,16.49,5.2,429.8,2421.2,744.3,25.71,65.8,21.4,637.9,2,JACQUARD_PATTERN_SHIFT
20.84,20.48,4.19,294.5,1965.8,583.8,23.47,68.4,21.2,477.4,3,BORDER_SEWING_DEFECT
14.63,8.84,3.9,474.9,2193.4,624.7,48.88,64.2,24.9,482.0,0,YARN_BREAKAGE
26.76,20.21,7.05,457.1,2268.7,633.8,22.57,39.1,32.1,519.1,1,OIL_STAIN
28.58,16.66,2.4,440.4,2416.5,779.6,27.04,63.0,25.6,646.9,2,JACQUARD_PATTERN_SHIFT
19.12,18.51,3.87,361.0,1997.8,519.6,17.44,57.2,24.7,448.5,3,BORDER_SEWING_DEFECT
24.65,16.98,7.87,443.1,2275.3,657.0,27.61,39.6,31.9,546.3,1,OIL_STAIN
26.62,12.24,2.85,309.3,1977.0,618.1,18.55,56.7,19.8,572.0,3,BORDER_SEWING_DEFECT
23.77,20.82,3.81,298.1,1974.7,593.3,19.08,56.1,23.7,495.9,3,BORDER_SEWING_DEFECT
25.64,18.31,3.8,465.8,2477.4,714.5,23.27,63.3,26.9,628.3,2,JACQUARD_PATTERN_SHIFT
27.8,15.2,7.1,429.0,2160.7,659.8,24.18,44.0,32.0,533.4,1,OIL_STAIN
16.22,8.81,3.84,436.3,2157.3,615.6,38.14,60.8,25.2,575.2,0,YARN_BREAKAGE
15.89,11.07,5.79,396.2,2314.9,592.9,39.34,56.9,21.5,565.4,0,YARN_BREAKAGE
14.03,7.69,4.67,418.7,2110.2,646.2,36.9,52.8,23.0,579.6,0,YARN_BREAKAGE
28.26,12.3,7.95,413.1,2302.2,594.9,20.85,38.9,32.9,508.7,1,OIL_STAIN
31.52,16.96,3.88,460.8,2471.1,727.9,26.14,69.2,25.7,649.1,2,JACQUARD_PATTERN_SHIFT
22.21,15.72,3.62,364.8,1945.2,598.9,17.81,64.2,24.1,523.9,3,BORDER_SEWING_DEFECT
24.3,17.83,4.15,330.8,1935.8,598.6,18.9,59.4,24.4,471.1,3,BORDER_SEWING_DEFECT
27.0,16.22,4.59,463.9,2351.1,734.1,21.14,56.0,25.2,616.8,2,JACQUARD_PATTERN_SHIFT
23.05,16.53,3.21,321.0,1947.4,562.8,23.9,62.0,23.8,495.0,3,BORDER_SEWING_DEFECT
21.88,12.84,4.5,298.9,2015.7,561.6,23.12,57.9,26.9,489.7,3,BORDER_SEWING_DEFECT
27.04,16.34,7.28,454.5,2225.4,600.0,20.75,40.8,32.1,524.1,1,OIL_STAIN
23.8,19.54,9.16,429.3,2226.0,618.4,23.7,42.2,33.2,545.0,1,OIL_STAIN
26.84,15.8,4.48,356.3,2098.6,600.5,24.2,51.1,21.0,487.1,3,BORDER_SEWING_DEFECT
26.32,19.16,4.1,448.4,2558.4,674.9,29.91,50.4,21.3,621.2,2,JACQUARD_PATTERN_SHIFT
21.24,19.64,8.95,447.1,2251.6,607.5,23.85,45.3,29.9,568.4,1,OIL_STAIN
25.64,16.04,4.73,289.3,1925.5,615.7,18.93,66.3,20.2,497.5,3,BORDER_SEWING_DEFECT
29.49,19.48,5.12,459.5,2436.9,719.6,21.25,61.4,22.4,598.2,2,JACQUARD_PATTERN_SHIFT
23.56,21.35,4.56,311.3,2041.1,559.1,23.38,55.4,24.0,519.4,3,BORDER_SEWING_DEFECT
23.53,18.39,7.33,444.4,2221.2,662.9,17.4,41.5,34.4,549.5,1,OIL_STAIN
23.13,13.62,4.43,322.1,2085.0,580.0,17.2,61.9,19.3,527.3,3,BORDER_SEWING_DEFECT
28.89,17.19,4.14,471.8,2548.0,735.2,28.49,61.2,26.3,606.2,2,JACQUARD_PATTERN_SHIFT
26.46,13.58,6.74,407.1,2255.6,653.8,18.11,48.3,30.6,553.6,1,OIL_STAIN
26.6,18.04,4.59,464.1,2486.9,676.3,20.05,58.8,23.4,631.3,2,JACQUARD_PATTERN_SHIFT
31.14,21.37,4.62,460.9,2576.5,712.1,26.29,62.7,22.6,608.6,2,JACQUARD_PATTERN_SHIFT
28.41,17.11,3.58,473.9,2246.5,728.7,26.58,51.9,28.3,655.1,2,JACQUARD_PATTERN_SHIFT
26.62,17.92,4.22,452.3,2473.4,701.8,26.18,64.2,25.2,604.8,2,JACQUARD_PATTERN_SHIFT
20.8,16.35,4.22,290.0,1995.5,536.3,21.31,56.8,22.4,535.6,3,BORDER_SEWING_DEFECT
22.28,14.78,4.23,330.6,1957.6,571.5,24.91,60.2,23.3,461.1,3,BORDER_SEWING_DEFECT
22.6,17.92,4.07,493.1,2567.5,710.3,22.49,61.1,25.1,685.2,2,JACQUARD_PATTERN_SHIFT
21.5,17.84,4.37,436.2,2371.8,698.6,23.08,61.2,26.0,589.7,2,JACQUARD_PATTERN_SHIFT
27.63,21.16,7.14,437.4,2284.0,603.0,24.11,45.2,28.0,513.6,1,OIL_STAIN
27.0,14.24,7.98,434.1,2086.1,572.2,26.31,48.6,30.4,536.2,1,OIL_STAIN
21.17,18.13,3.34,311.7,1980.0,557.5,22.12,57.5,22.9,549.6,3,BORDER_SEWING_DEFECT
18.41,16.06,4.37,433.3,2345.8,703.9,24.68,54.9,28.1,659.5,2,JACQUARD_PATTERN_SHIFT
14.77,11.89,4.95,430.4,2401.7,592.0,44.68,65.2,25.3,566.0,0,YARN_BREAKAGE
15.36,9.72,4.06,423.9,2225.7,626.6,45.83,58.9,26.7,532.3,0,YARN_BREAKAGE
27.33,15.03,5.26,435.0,2281.7,658.6,19.03,49.9,29.8,544.9,1,OIL_STAIN
11.89,10.35,3.73,406.3,2208.8,654.4,51.53,60.7,23.0,493.3,0,YARN_BREAKAGE
10.92,11.59,4.9,422.4,2327.7,592.2,33.23,56.3,18.3,514.2,0,YARN_BREAKAGE
13.82,11.12,4.37,424.6,2322.2,553.4,41.54,64.1,24.5,538.8,0,YARN_BREAKAGE
16.56,10.47,4.84,393.8,2257.6,645.1,48.47,62.0,23.1,508.8,0,YARN_BREAKAGE
19.18,7.58,3.98,428.7,2240.6,604.9,41.94,56.1,26.1,560.4,0,YARN_BREAKAGE
27.57,18.54,4.96,477.2,2570.0,692.2,27.75,59.2,24.8,547.6,2,JACQUARD_PATTERN_SHIFT
26.01,19.15,6.7,452.5,2238.6,598.6,21.46,40.1,30.8,564.1,1,OIL_STAIN
24.38,14.65,8.03,462.9,2186.8,610.9,18.47,39.1,29.1,561.0,1,OIL_STAIN
16.3,8.04,3.85,393.7,2186.9,653.8,35.67,55.7,21.6,517.1,0,YARN_BREAKAGE
15.47,8.09,4.99,461.2,2153.4,589.2,42.17,57.5,22.3,560.3,0,YARN_BREAKAGE
22.71,16.36,4.98,303.8,1923.6,574.4,17.02,65.2,25.5,533.3,3,BORDER_SEWING_DEFECT
13.87,9.21,4.33,428.4,2363.7,596.4,39.39,65.7,23.4,551.0,0,YARN_BREAKAGE
24.59,20.16,3.4,303.9,1982.1,610.8,24.9,58.4,20.1,445.4,3,BORDER_SEWING_DEFECT
20.31,13.96,4.95,319.8,1953.5,576.3,19.27,59.3,22.4,520.8,3,BORDER_SEWING_DEFECT
23.77,16.92,7.16,427.0,2199.2,612.0,20.85,42.9,33.1,600.1,1,OIL_STAIN
12.5,9.8,3.83,438.2,2375.3,589.7,43.0,50.4,23.8,537.1,0,YARN_BREAKAGE
16.74,9.95,4.05,465.1,2197.6,579.2,36.64,59.6,24.2,525.7,0,YARN_BREAKAGE
21.8,15.6,4.54,428.1,2404.7,731.7,24.45,67.2,27.4,617.2,2,JACQUARD_PATTERN_SHIFT
23.07,16.43,7.2,418.9,2286.2,590.3,25.04,39.1,31.2,538.9,1,OIL_STAIN
12.13,8.64,5.86,504.6,2150.2,560.2,38.1,54.7,25.0,476.2,0,YARN_BREAKAGE
15.65,8.71,4.84,432.1,2174.3,579.3,46.12,55.0,25.5,548.3,0,YARN_BREAKAGE
22.2,17.38,4.6,329.8,1966.8,603.1,18.59,61.9,27.3,552.2,3,BORDER_SEWING_DEFECT
12.6,8.0,3.76,398.6,2206.2,537.7,48.42,60.2,22.3,506.1,0,YARN_BREAKAGE
20.83,12.81,4.51,301.2,1998.1,554.7,19.04,56.5,23.4,501.1,3,BORDER_SEWING_DEFECT
16.15,9.57,5.4,455.3,2298.2,675.4,47.51,47.0,25.6,523.3,0,YARN_BREAKAGE
29.16,11.58,3.48,351.3,2115.3,560.3,12.95,58.7,20.8,509.5,3,BORDER_SEWING_DEFECT
23.89,11.15,3.89,314.0,1918.9,537.0,18.07,62.7,27.8,511.1,3,BORDER_SEWING_DEFECT
21.27,12.99,3.35,318.5,1919.2,574.0,14.84,60.6,21.9,524.2,3,BORDER_SEWING_DEFECT
26.9,16.81,2.74,350.3,1872.4,589.0,21.48,49.7,22.4,531.1,3,BORDER_SEWING_DEFECT
25.15,18.03,3.12,313.5,1967.6,607.8,15.07,60.8,24.0,526.2,3,BORDER_SEWING_DEFECT
16.23,10.52,4.7,288.3,1982.5,528.5,19.62,57.2,22.1,454.8,3,BORDER_SEWING_DEFECT
21.83,13.42,3.24,308.8,1935.4,584.1,20.72,64.6,22.8,481.6,3,BORDER_SEWING_DEFECT
25.66,19.42,4.17,477.6,2457.9,671.0,23.69,62.2,24.4,625.5,2,JACQUARD_PATTERN_SHIFT
12.48,11.6,2.34,444.3,2268.3,579.8,46.42,61.5,22.4,548.6,0,YARN_BREAKAGE
17.56,7.03,4.9,406.3,2153.4,545.7,42.63,50.6,24.2,484.8,0,YARN_BREAKAGE
13.41,9.35,5.4,408.8,2245.1,556.5,46.28,57.5,22.8,512.4,0,YARN_BREAKAGE
27.33,16.7,7.57,439.6,2212.2,608.6,16.96,36.7,30.6,569.0,1,OIL_STAIN
18.33,7.21,4.17,401.7,2190.4,640.8,42.72,60.2,29.4,532.5,0,YARN_BREAKAGE
14.56,10.66,4.11,404.7,2125.5,636.2,45.03,52.8,23.1,571.1,0,YARN_BREAKAGE
23.29,19.23,4.31,457.0,2534.2,695.9,24.98,65.7,27.4,615.5,2,JACQUARD_PATTERN_SHIFT
26.02,16.14,7.15,434.6,2223.3,541.4,27.61,40.3,29.2,544.1,1,OIL_STAIN
25.28,16.28,6.54,414.1,2181.7,613.4,30.31,47.3,29.9,504.2,1,OIL_STAIN
26.24,18.4,6.16,434.4,2236.6,583.0,20.17,40.2,31.2,535.3,1,OIL_STAIN
25.98,11.87,4.55,336.7,1968.8,591.2,14.47,60.5,25.0,503.1,3,BORDER_SEWING_DEFECT
13.88,8.45,4.4,459.8,2303.1,610.6,38.35,53.9,21.8,537.4,0,YARN_BREAKAGE
32.09,20.8,5.13,456.4,2436.6,698.2,20.15,65.7,21.9,623.7,2,JACQUARD_PATTERN_SHIFT
11.58,8.59,3.98,428.3,2356.3,654.9,42.05,58.0,25.7,515.8,0,YARN_BREAKAGE
24.37,21.21,7.67,466.4,2311.6,650.0,21.6,39.8,29.2,535.8,1,OIL_STAIN
23.64,15.76,2.0,299.5,2006.0,552.0,20.4,62.0,23.2,512.5,3,BORDER_SEWING_DEFECT
26.73,16.92,8.09,427.4,2266.9,636.8,23.9,42.7,31.4,507.5,1,OIL_STAIN
23.26,19.65,2.64,421.0,2543.2,692.1,23.95,59.1,24.2,630.0,2,JACQUARD_PATTERN_SHIFT
27.54,15.69,3.19,434.0,2449.3,687.8,29.19,55.1,24.7,643.2,2,JACQUARD_PATTERN_SHIFT
29.84,12.65,3.96,283.5,1925.4,548.5,17.95,68.6,22.7,463.4,3,BORDER_SEWING_DEFECT
27.2,15.05,5.09,424.3,2492.5,702.9,26.35,61.5,28.4,617.7,2,JACQUARD_PATTERN_SHIFT
15.46,14.09,3.1,330.2,2028.8,605.4,22.61,64.3,22.2,518.8,3,BORDER_SEWING_DEFECT
15.8,10.24,3.1,429.8,2111.6,556.4,36.6,58.5,24.9,496.5,0,YARN_BREAKAGE
27.51,12.68,5.1,328.4,1995.6,546.5,22.51,61.1,21.5,587.0,3,BORDER_SEWING_DEFECT
12.86,7.33,3.78,429.4,2131.7,641.1,47.88,58.5,20.0,532.4,0,YARN_BREAKAGE
20.98,18.89,6.32,430.2,1981.4,624.2,20.07,36.3,33.0,519.5,1,OIL_STAIN
24.76,22.02,5.21,500.4,2376.2,731.5,27.7,52.4,23.5,614.0,2,JACQUARD_PATTERN_SHIFT
27.23,16.91,8.79,431.6,2313.4,607.4,19.01,39.5,29.9,556.8,1,OIL_STAIN
25.22,19.99,4.79,463.4,2479.6,739.0,24.46,52.9,26.4,632.2,2,JACQUARD_PATTERN_SHIFT
29.08,17.01,3.97,428.5,2453.1,674.9,27.22,70.5,24.9,606.1,2,JACQUARD_PATTERN_SHIFT
31.71,18.73,7.46,427.9,2262.6,671.4,21.31,39.3,31.8,607.0,1,OIL_STAIN
14.85,10.56,4.66,450.7,2291.5,563.4,38.2,63.9,25.8,511.2,0,YARN_BREAKAGE
15.45,8.17,4.35,460.7,2291.6,617.8,45.27,56.1,23.0,509.8,0,YARN_BREAKAGE
26.7,17.1,3.94,469.3,2505.2,683.1,24.25,69.0,26.7,594.9,2,JACQUARD_PATTERN_SHIFT
27.8,19.26,7.52,435.0,2153.1,597.0,19.87,47.0,30.4,596.7,1,OIL_STAIN
25.48,12.78,7.25,458.4,2146.7,693.3,16.36,42.0,30.1,568.2,1,OIL_STAIN
26.16,18.76,5.19,306.8,1915.4,628.0,17.08,65.6,24.8,524.4,3,BORDER_SEWING_DEFECT
25.96,16.36,4.07,328.7,1983.9,651.2,18.52,60.0,24.2,475.4,3,BORDER_SEWING_DEFECT
19.89,11.29,5.09,440.2,2275.4,589.1,41.46,55.2,25.0,556.1,0,YARN_BREAKAGE
30.37,17.29,4.26,474.9,2442.6,683.9,19.16,49.7,25.5,593.8,2,JACQUARD_PATTERN_SHIFT
30.46,16.09,7.73,419.5,2328.4,627.7,21.6,45.0,31.6,540.5,1,OIL_STAIN
13.8,6.27,4.23,468.0,2265.6,649.5,37.93,58.4,21.9,547.2,0,YARN_BREAKAGE
27.16,14.53,7.23,469.9,2374.3,669.2,27.47,47.3,30.6,565.2,1,OIL_STAIN
28.98,16.28,7.35,441.5,2113.8,566.2,23.8,47.0,32.8,545.8,1,OIL_STAIN
16.0,11.28,4.33,449.7,2124.4,605.2,47.44,49.1,23.1,499.8,0,YARN_BREAKAGE
30.98,16.68,4.82,467.6,2576.5,681.1,18.64,57.6,26.1,633.5,2,JACQUARD_PATTERN_SHIFT
28.12,15.87,3.95,315.2,1955.9,573.2,16.26,63.3,20.1,557.3,3,BORDER_SEWING_DEFECT
15.67,11.29,3.59,400.8,2101.6,645.9,48.82,47.4,22.3,497.7,0,YARN_BREAKAGE
27.48,17.3,3.41,452.5,2556.5,689.3,22.28,65.3,26.5,658.3,2,JACQUARD_PATTERN_SHIFT
15.04,9.32,5.64,461.6,2259.7,593.9,40.28,66.3,21.9,457.6,0,YARN_BREAKAGE
19.54,16.6,7.2,397.8,2225.1,629.7,21.96,43.6,34.5,544.0,1,OIL_STAIN
33.01,20.36,4.09,475.3,2459.9,711.4,12.43,64.4,23.6,663.7,2,JACQUARD_PATTERN_SHIFT
14.25,11.91,4.29,424.3,2241.2,600.5,42.86,50.1,21.6,523.3,0,YARN_BREAKAGE
25.44,16.39,5.03,440.0,2394.8,755.5,21.53,62.5,24.6,636.7,2,JACQUARD_PATTERN_SHIFT
13.43,10.38,3.74,424.2,2296.1,533.1,44.09,64.8,25.7,480.7,0,YARN_BREAKAGE
21.46,13.14,4.35,324.6,1960.1,597.6,20.62,58.8,22.3,516.4,3,BORDER_SEWING_DEFECT
15.11,8.59,5.07,437.3,2096.6,620.3,42.6,53.9,22.3,542.2,0,YARN_BREAKAGE
16.95,10.07,4.01,457.4,2332.0,655.9,34.35,63.8,23.3,515.7,0,YARN_BREAKAGE
13.2,9.05,4.94,475.2,2093.8,631.7,38.71,61.9,19.6,428.4,0,YARN_BREAKAGE
23.11,11.67,4.23,310.7,1942.0,633.9,18.72,60.2,24.4,479.0,3,BORDER_SEWING_DEFECT
27.63,15.08,7.78,472.8,2197.3,598.8,22.52,39.5,31.6,585.4,1,OIL_STAIN
27.9,15.56,3.56,478.9,2603.4,723.5,26.63,56.8,25.7,649.0,2,JACQUARD_PATTERN_SHIFT
19.28,15.79,4.93,289.0,1954.4,609.8,22.28,58.7,23.7,531.2,3,BORDER_SEWING_DEFECT
15.42,9.29,3.5,409.4,2105.1,651.6,42.43,53.9,25.6,506.8,0,YARN_BREAKAGE
29.38,18.62,8.3,489.6,2203.6,672.9,19.86,47.7,31.0,502.1,1,OIL_STAIN
24.04,10.86,4.04,343.1,2011.9,547.0,24.27,61.6,26.2,531.4,3,BORDER_SEWING_DEFECT
26.52,17.35,5.41,460.0,2463.1,730.4,25.66,53.2,24.6,608.2,2,JACQUARD_PATTERN_SHIFT
23.32,18.23,4.34,317.8,1893.1,596.8,26.41,63.4,20.2,521.9,3,BORDER_SEWING_DEFECT
27.6,21.49,3.87,505.2,2435.7,714.9,23.15,54.7,22.7,620.6,2,JACQUARD_PATTERN_SHIFT
22.82,17.93,3.13,321.6,2080.7,591.9,17.22,66.2,22.1,516.4,3,BORDER_SEWING_DEFECT
28.36,20.04,3.93,453.9,2456.7,724.2,21.68,63.3,27.0,633.7,2,JACQUARD_PATTERN_SHIFT
30.6,18.16,4.05,336.1,1951.5,638.9,17.56,59.0,24.2,559.4,3,BORDER_SEWING_DEFECT
21.75,17.55,7.47,423.2,2239.0,641.7,23.82,46.1,30.0,569.9,1,OIL_STAIN
14.56,11.37,4.57,377.5,2113.1,629.5,41.06,55.9,25.1,541.9,0,YARN_BREAKAGE
31.47,14.41,4.8,451.0,2489.8,721.0,21.7,52.9,28.2,611.5,2,JACQUARD_PATTERN_SHIFT
24.47,17.8,7.04,450.8,2279.5,579.5,22.54,42.4,30.3,486.0,1,OIL_STAIN
29.59,23.51,5.44,478.7,2581.2,712.9,22.26,61.7,24.5,633.1,2,JACQUARD_PATTERN_SHIFT
26.03,13.88,3.5,320.1,1932.8,655.0,18.49,69.4,21.5,492.8,3,BORDER_SEWING_DEFECT
24.89,14.45,4.01,341.5,1883.7,596.8,9.31,56.6,23.3,457.6,3,BORDER_SEWING_DEFECT
24.34,17.12,4.42,473.0,2449.9,702.3,22.6,66.4,23.9,673.1,2,JACQUARD_PATTERN_SHIFT
23.0,18.53,5.55,418.5,2174.9,606.0,25.24,44.3,31.2,476.0,1,OIL_STAIN
28.17,20.26,4.38,457.5,2471.1,781.0,30.11,61.1,22.8,624.6,2,JACQUARD_PATTERN_SHIFT
15.83,9.11,4.47,410.0,2260.2,649.9,47.4,63.9,23.8,526.6,0,YARN_BREAKAGE
16.52,11.66,4.43,452.2,2362.5,622.7,41.85,57.9,20.2,541.1,0,YARN_BREAKAGE
25.93,16.71,3.02,451.5,2514.2,716.8,27.91,59.3,20.8,688.6,2,JACQUARD_PATTERN_SHIFT
25.42,17.95,3.82,483.8,2600.2,702.9,27.87,57.2,24.8,595.9,2,JACQUARD_PATTERN_SHIFT
19.02,15.65,4.43,323.7,2005.3,626.5,25.29,62.1,21.1,526.7,3,BORDER_SEWING_DEFECT
22.32,17.28,4.59,286.9,2048.2,614.4,16.85,64.5,25.2,547.9,3,BORDER_SEWING_DEFECT
30.48,16.66,4.87,446.2,2445.9,746.5,28.7,64.2,22.3,603.6,2,JACQUARD_PATTERN_SHIFT
24.01,20.79,4.41,478.8,2389.5,783.3,19.07,54.2,26.1,630.4,2,JACQUARD_PATTERN_SHIFT
26.8,19.33,6.02,440.6,2461.0,700.5,19.57,61.0,26.9,646.3,2,JACQUARD_PATTERN_SHIFT
25.76,12.55,5.97,330.5,1907.4,673.2,15.01,59.3,22.0,477.0,3,BORDER_SEWING_DEFECT
24.92,16.53,6.69,442.9,2343.1,656.7,23.21,43.3,32.6,564.7,1,OIL_STAIN
23.31,18.32,6.6,450.8,2256.2,616.3,23.46,44.9,30.1,553.2,1,OIL_STAIN
30.75,19.52,4.17,474.1,2609.8,703.0,25.74,56.8,22.9,618.5,2,JACQUARD_PATTERN_SHIFT
13.04,12.09,3.91,453.0,2146.7,586.2,32.72,53.7,22.7,559.1,0,YARN_BREAKAGE
25.27,18.42,4.45,433.8,2577.1,685.5,21.6,56.6,22.5,538.6,2,JACQUARD_PATTERN_SHIFT
22.76,17.88,8.32,439.3,2263.6,647.7,24.52,44.0,31.7,575.9,1,OIL_STAIN
14.16,8.67,5.6,445.4,2288.4,627.3,45.75,59.9,24.0,502.4,0,YARN_BREAKAGE
27.42,18.29,4.85,457.2,2425.3,707.1,24.31,65.3,24.5,620.2,2,JACQUARD_PATTERN_SHIFT
28.09,19.42,4.84,454.0,2478.7,708.0,17.77,53.9,24.6,577.1,2,JACQUARD_PATTERN_SHIFT
13.37,7.96,4.21,459.2,2268.7,617.8,35.47,52.0,23.8,506.1,0,YARN_BREAKAGE
15.35,10.21,5.8,433.6,2265.8,630.7,43.96,53.5,21.8,516.2,0,YARN_BREAKAGE
26.08,20.41,4.28,474.4,2537.0,710.8,26.16,57.4,24.2,636.9,2,JACQUARD_PATTERN_SHIFT
27.84,17.56,5.84,466.1,2628.1,709.9,23.56,58.7,19.4,626.2,2,JACQUARD_PATTERN_SHIFT
21.35,14.72,4.12,363.8,1926.5,650.0,25.82,64.2,25.2,517.7,3,BORDER_SEWING_DEFECT
25.13,18.31,3.48,453.6,2400.4,725.9,23.48,56.6,24.9,626.6,2,JACQUARD_PATTERN_SHIFT
29.8,17.03,4.64,446.8,2612.4,731.3,25.72,55.1,23.7,590.9,2,JACQUARD_PATTERN_SHIFT
28.27,20.51,4.14,439.5,2449.1,672.8,23.87,56.0,23.0,618.0,2,JACQUARD_PATTERN_SHIFT
23.81,19.2,3.08,482.8,2395.7,702.2,25.4,62.6,21.2,609.8,2,JACQUARD_PATTERN_SHIFT
28.97,20.58,3.0,484.8,2443.8,673.6,15.37,56.8,22.6,619.7,2,JACQUARD_PATTERN_SHIFT
24.78,13.79,3.46,334.4,1968.0,559.1,17.26,70.0,22.1,520.5,3,BORDER_SEWING_DEFECT
23.66,16.98,2.23,316.1,1962.4,572.2,18.16,61.8,23.9,513.0,3,BORDER_SEWING_DEFECT
23.97,15.74,3.16,324.5,1889.1,616.7,16.58,58.9,24.0,468.2,3,BORDER_SEWING_DEFECT
27.92,19.02,4.4,493.8,2488.7,685.1,27.03,65.6,24.4,599.1,2,JACQUARD_PATTERN_SHIFT
13.61,10.83,3.9,440.8,2134.0,595.5,36.94,49.6,24.9,508.3,0,YARN_BREAKAGE
13.91,9.19,5.21,416.8,2242.5,639.5,41.3,58.2,26.4,489.6,0,YARN_BREAKAGE
14.93,12.95,4.73,441.4,2236.2,608.4,45.24,63.4,23.9,499.0,0,YARN_BREAKAGE
26.88,16.39,4.14,485.4,2426.3,700.5,22.88,52.2,25.6,642.1,2,JACQUARD_PATTERN_SHIFT
27.52,17.95,3.77,304.3,1894.4,575.9,23.75,64.4,21.6,499.4,3,BORDER_SEWING_DEFECT
22.8,11.95,4.43,309.3,1938.4,607.7,21.29,64.2,27.2,533.0,3,BORDER_SEWING_DEFECT
24.21,13.0,2.75,296.1,1906.6,559.8,22.13,59.8,24.1,491.4,3,BORDER_SEWING_DEFECT
13.09,7.45,3.4,472.1,2011.7,657.4,45.55,58.2,19.4,575.6,0,YARN_BREAKAGE
25.89,17.46,4.06,435.9,2591.4,740.1,23.82,64.0,22.5,617.2,2,JACQUARD_PATTERN_SHIFT
25.1,17.11,4.33,464.9,2539.2,704.1,22.7,56.5,24.8,655.2,2,JACQUARD_PATTERN_SHIFT
29.12,19.87,3.78,457.7,2474.3,708.2,23.36,52.7,23.1,601.8,2,JACQUARD_PATTERN_SHIFT
29.55,21.02,4.21,490.6,2466.8,733.5,26.05,55.3,26.6,609.8,2,JACQUARD_PATTERN_SHIFT
24.35,16.63,2.76,344.7,1913.0,527.3,19.82,59.9,25.5,540.9,3,BORDER_SEWING_DEFECT
26.64,21.0,6.77,414.8,2222.7,606.7,16.58,40.1,30.7,580.5,1,OIL_STAIN
29.51,20.92,7.75,462.7,2131.1,625.3,16.61,47.0,32.1,519.8,1,OIL_STAIN
28.12,15.72,2.94,336.1,1988.2,612.7,17.13,61.7,23.5,533.4,3,BORDER_SEWING_DEFECT
22.41,17.72,4.79,323.5,2005.4,575.9,19.81,64.0,21.3,544.7,3,BORDER_SEWING_DEFECT
